"Navn";"NVDB_id";"SkiltetLengde";"Åpningsår";"Kommune";"AntallTunnelløp";"MaksAngittLengdeTunnelløp";"MaksFysiskLengdeTunnelløp";"ÅpningsårFraTunnelløp";"kommunerTunnelløp";"SSRtreff";"soketerm";"soketerm2";"X_utm32";"y_utm32";"SSR navn";"ssr_url"
"Handelandtunnelen";"237015591";"72";"2006";"1032";"1";"72.0";"71.68324749668638";"";"1032";"INGEN";"handeland";"handeland";"382858.02828204236";"6455040.9302670825";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=handeland%2A&ostLL=14061.05917&nordLL=6464188.32232&ostUR=48061.05917&nordUR=6498188.32232"
"Vatlandtunnelen";"237015594";"3200";"2006";"1037";"1";"3178.0";"3177.8097951442246";"";"1032,1037";"INGEN";"vatland";"vatland";"376785.1797451395";"6456133.80201904";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vatland%2A&ostLL=8094.569360000001&nordLL=6465822.22941&ostUR=42094.56936&nordUR=6499822.22941"
"Opoftetunnelen";"237015596";"109";"2006";"1037";"1";"109.0";"109.26856202512543";"";"1037";"INGEN";"opoft";"opoft";"374453.37285296276";"6457371.873034207";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=opoft%2A&ostLL=5876.6713899999995&nordLL=6467266.95133&ostUR=39876.67139&nordUR=6501266.95133"
"Teistedaltunnelen";"237015599";"1900";"2006";"1037";"1";"1928.0";"1934.081636949289";"";"1037";"INGEN";"teistedal";"teistedal";"373961.272346799";"6458730.440609872";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=teistedal%2A&ostLL=5506.684450000001&nordLL=6468667.61261&ostUR=39506.68445&nordUR=6502667.61261"
"Fedaheitunnelen";"237015602";"1400";"2006";"1037";"5";"1450.0";"1449.234966158379";"";"1037";"INGEN";"fedahe";"fedah";"372872.4964870616";"6460543.1911861375";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=fedah%2A&ostLL=4581.470069999999&nordLL=6470575.17896&ostUR=38581.470069999996&nordUR=6504575.17896"
"Løeheitunnelen";"237239636";"330";"2009";"926";"2";"347.0";"347.106661861273";"";"926";"INGEN";"løehe";"løeh";"453546.0694592683";"6451510.654525343";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=l%C3%B8eh%2A&ostLL=84309.81929&nordLL=6454354.47204&ostUR=118309.81929&nordUR=6488354.47204"
"Studeheitunnelen";"237239637";"300";"2009";"926";"2";"310.0";"316.74133357333494";"";"926";"INGEN";"studehe";"studeh";"451831.53157415043";"6451179.757839561";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=studeh%2A&ostLL=82569.27823&nordLL=6454177.16777&ostUR=116569.27823&nordUR=6488177.16777"
"Steinsåstunnelen";"237239638";"2200";"2009";"926";"2";"2222.0";"2221.334911914214";"";"926";"INGEN";"steinså";"steinså";"454859.30842926947";"6452781.299245374";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=steins%C3%A5%2A&ostLL=85733.68325&nordLL=6455505.36833&ostUR=119733.68325&nordUR=6489505.36833"
"Brattheiatunnelen";"237239642";"1500";"2009";"926";"3";"1517.0";"1516.7301193561489";"";"926";"INGEN";"brattheia";"bratthei";"457088.7662401495";"6454568.141712948";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=bratthei%2A&ostLL=88117.89756&nordLL=6457089.62556&ostUR=122117.89756&nordUR=6491089.62556"
"Songefjelltunnelen";"237239644";"340";"2009";"926";"2";"374.0";"375.9055864530807";"";"926";"INGEN";"songefjell";"songefjell";"459600.8696424261";"6456645.06320767";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=songefjell%2A&ostLL=90810.01319&nordLL=6458938.06648&ostUR=124810.01319&nordUR=6492938.06648"
"Skifjelltunnelen";"237239646";"1000";"2009";"926";"2";"1088.0";"1088.183748551875";"";"926";"INGEN";"skifjell";"skifjell";"460622.62858673686";"6458098.176300502";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=skifjell%2A&ostLL=91959.26294&nordLL=6460296.9318&ostUR=125959.26294&nordUR=6494296.9318"
"Kvernåstunnelen";"237239648";"200";"2009";"926";"2";"162.0";"179.91945544445704";"";"926";"INGEN";"kvernå";"kvernå";"462983.3337243182";"6458669.798548569";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kvern%C3%A5%2A&ostLL=94365.93426&nordLL=6460656.68192&ostUR=128365.93426&nordUR=6494656.68192"
"Engelsheitunnelen";"237239650";"250";"2009";"926";"2";"253.0";"252.92864059482633";"";"926";"INGEN";"engelshe";"engelsh";"465621.126232498";"6460070.996294254";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=engelsh%2A&ostLL=97123.07216&nordLL=6461819.46744&ostUR=131123.07215999998&nordUR=6495819.46744"
"Uføretunnelen";"237272452";"";"";"1221";"1";"605.0";"606.8575252561617";"";"1221";"INGEN";"ufør";"ufør";"305325.0239991749";"6642814.401813051";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=uf%C3%B8r%2A&ostLL=-46434.57029&nordLL=6658709.01011&ostUR=-12434.57029&nordUR=6692709.01011"
"Rullestadtunnelen";"237272453";"3000";"2006";"1211";"1";"3000.0";"2941.0316604257987";"";"1211";"INGEN";"rullestad";"rullestad";"358269.3359916158";"6641029.82883242";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=rullestad%2A&ostLL=6274.357090000001&nordLL=6652110.10773&ostUR=40274.357090000005&nordUR=6686110.10773"
"Herlandstunnelen";"237272455";"";"";"1263";"1";"";"285.59947092951853";"";"1263";"EKSAKT-forenklet1";"herland";"";"296661.10420500534";"6724456.326740574";"Herland";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=herland%2A&ostLL=-47628.383480000004&nordLL=6741043.61515&ostUR=-13628.38348&nordUR=6775043.61515"
"Agatunnelen";"237272456";"";"";"1231";"1";"588.0";"587.3154498997897";"";"1231";"INGEN";"aga";"ag";"367382.9666195256";"6687265.015139669";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=ag%2A&ostLL=19584.79266&nordLL=6697437.87384&ostUR=53584.79266&nordUR=6731437.87384"
"Espelandstunnelen";"237272457";"";"";"1263";"1";"";"809.3590740638235";"";"1263";"EKSAKT";"Espelandstunnelen";"";"296171.81557674333";"6723870.218706072";"Espelandstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Espelandstunnelen%2A&ostLL=-48170.8046&nordLL=6740503.10952&ostUR=-14170.8046&nordUR=6774503.10952"
"Galteryggen";"237272458";"91";"";"105";"2";"91.0";"90.6396433420956";"";"105";"EKSAKT-forenklet2";"galteryggen";"galterygg";"615260.2319897991";"6577008.851941285";"Galteryggtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=galterygg%2A&ostLL=256810.17859999998&nordLL=6565008.76162&ostUR=290810.1786&nordUR=6599008.76162"
"FJØSANGERtunnelen";"237272459";"";"";"1201";"1";"141.0";"141.25335630798642";"";"1201";"INGEN";"fjøsanger";"fjøsanger";"297909.1252756229";"6695680.004485866";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=fj%C3%B8sanger%2A&ostLL=-49017.436140000005&nordLL=6712188.48248&ostUR=-15017.436140000002&nordUR=6746188.48248"
"MOSHOVDAtunnelen";"237272460";"";"";"1241";"1";"1424.0";"1423.0157322950902";"";"1241";"EKSAKT";"MOSHOVDAtunnelen";"";"317332.9633681326";"6683794.104760139";"Moshovdatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=MOSHOVDAtunnelen%2A&ostLL=-30704.83282&nordLL=6698542.29194&ostUR=3295.1671800000004&nordUR=6732542.29194"
"Halsnøytunnelen";"237272461";"";"";"1224";"1";"4100.0";"4159.72017513244";"";"1224";"EKSAKT";"Halsnøytunnelen";"";"316372.02484049846";"6636227.745628781";"Halsnøytunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Halsn%C3%B8ytunnelen%2A&ostLL=-36000.26767&nordLL=6651125.03756&ostUR=-2000.267670000001&nordUR=6685125.03756"
"Langfjorden skredoverbygg";"237272462";"";"";"1941";"1";"";"774.690437371215";"";"1941";"INGEN";"langfjorden skred";"langfjorden skred";"937405.909784528";"7817002.710667358";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=langfjorden+skred%2A&ostLL=694351.50914&nordLL=7767980.97236&ostUR=728351.50914&nordUR=7801980.97236"
"Eidettunnelen";"237272463";"865";"1999";"105";"2";"865.0";"861.5947106502397";"";"105";"FLERE";"eid";"";"614315.0465484342";"6576983.477218561";"Eidet,Eidstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eid%2A&ostLL=255866.10118&nordLL=6565068.55166&ostUR=289866.10118&nordUR=6599068.55166"
"Gloppedalstunnelen";"237272465";"1300";"";"1114";"1";"1283.0";"1276.376593864977";"";"1114";"EKSAKT";"Gloppedalstunnelen";"";"340691.95182612224";"6516071.2531121345";"Gloppedalstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Gloppedalstunnelen%2A&ostLL=-22578.19604&nordLL=6528916.59378&ostUR=11421.803960000001&nordUR=6562916.59378"
"Kleppetunnelen";"237272466";"515";"";"1120";"1";"698.0";"517.8669323773139";"";"1120";"INGEN";"klepp";"klepp";"304620.7966529957";"6520025.412388034";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=klepp%2A&ostLL=-58254.95457&nordLL=6536112.22724&ostUR=-24254.95457&nordUR=6570112.22724"
"Talgjetunnelen";"237272467";"1500";"";"1141";"1";"1479.0";"1470.6358649684253";"";"1141";"EKSAKT";"Talgjetunnelen";"";"317169.6224602589";"6557148.955226517";"Talgjetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Talgjetunnelen%2A&ostLL=-42371.258570000005&nordLL=6572066.63357&ostUR=-8371.258570000002&nordUR=6606066.63357"
"Nattlandstunnelen";"237272468";"";"";"1201";"1";"290.0";"290.9335328985116";"";"1201";"EKSAKT";"Nattlandstunnelen";"";"299468.4385919921";"6695141.528598351";"Nattlandstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Nattlandstunnelen%2A&ostLL=-47509.2728&nordLL=6711508.03365&ostUR=-13509.272799999999&nordUR=6745508.03365"
"Sædalstunnelen";"237272469";"";"";"1201";"1";"327.0";"326.6277347695103";"";"1201";"EKSAKT";"Sædalstunnelen";"";"299769.5572851165";"6694720.884842883";"Sædalstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=S%C3%A6dalstunnelen%2A&ostLL=-47246.99552&nordLL=6711060.36305&ostUR=-13246.99552&nordUR=6745060.36305"
"Skrøotunnelen";"237272470";"2300";"2007";"1563";"1";"2313.0";"2316.12675814865";"";"1563,1543";"EKSAKT";"Skrøotunnelen";"";"464510.3191811511";"6960581.211245799";"Skrøotunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Skr%C3%B8otunnelen%2A&ostLL=141698.68583&nordLL=6961150.42841&ostUR=175698.68583&nordUR=6995150.42841"
"Myrkdalentunnelen";"237272471";"";"";"1235";"1";"1084.0";"1083.9347008792577";"";"1235";"EKSAKT-forenklet1";"myrkdal";"";"363655.80754060845";"6743926.094978874";"Myrkdalstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=myrkdal%2A&ostLL=21048.998760000002&nordLL=6754339.02074&ostUR=55048.99876&nordUR=6788339.02074"
"Liafjellstunnelen";"237272473";"";"";"1243";"1";"345.0";"346.1291264865655";"";"1243";"EKSAKT";"Liafjellstunnelen";"";"303148.38988154905";"6677266.94451605";"Liafjellstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Liafjellstunnelen%2A&ostLL=-45467.370760000005&nordLL=6693318.93211&ostUR=-11467.370760000002&nordUR=6727318.93211"
"Nipetunnelen";"237272474";"";"";"1263";"1";"";"988.8656796551829";"";"1263";"INGEN";"nip";"nip";"316146.2105024569";"6744867.380176376";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=nip%2A&ostLL=-26296.64417&nordLL=6759639.06002&ostUR=7703.35583&nordUR=6793639.06002"
"Finnøytunnelen";"237272475";"5800";"";"1141";"1";"5792.0";"5790.527965227224";"";"1141,1142";"EKSAKT";"Finnøytunnelen";"";"316712.8514356817";"6558322.256109842";"Finnøytunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Finn%C3%B8ytunnelen%2A&ostLL=-42721.55474&nordLL=6573279.90093&ostUR=-8721.55474&nordUR=6607279.90093"
"Langnestunnelen";"237272478";"1700";"";"1902";"1";"1711.0";"1724.165849569237";"";"1902";"INGEN";"langne";"langn";"884037.0341302123";"7759686.956970053";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=langn%2A&ostLL=635699.54683&nordLL=7716280.01397&ostUR=669699.54683&nordUR=7750280.01397"
"Ilsviktunnelen";"237272479";"235";"2008";"1601";"1";"243.0";"242.98480011706414";"";"1601";"EKSAKT";"Ilsviktunnelen";"";"568065.5339488619";"7034348.332065738";"Ilsviktunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Ilsviktunnelen%2A&ostLL=251796.05187999998&nordLL=7024996.0194&ostUR=285796.05188&nordUR=7058996.0194"
"Helletunnelen";"237272480";"";"";"1251";"1";"321.0";"321.38904928465405";"";"1251";"EKSAKT-forenklet1";"hell";"";"322193.79516842344";"6718117.4786385605";"Helle";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hell%2A&ostLL=-22711.1453&nordLL=6732373.19998&ostUR=11288.8547&nordUR=6766373.19998"
"Fatlatunnelen";"237272481";"2292";"2008";"1420";"1";"2292.0";"2292.2182865954665";"";"1420";"EKSAKT";"Fatlatunnelen";"";"387312.98282939044";"6783420.876219381";"Fatlatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fatlatunnelen%2A&ostLL=48288.32015&nordLL=6791583.76235&ostUR=82288.32015&nordUR=6825583.76235"
"Marienborgtunnelen";"237272482";"1840";"2008";"1601";"4";"1486.0";"1485.5622231485816";"";"1601";"EKSAKT";"Marienborgtunnelen";"";"568011.2170168655";"7033977.264380488";"Marienborgtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Marienborgtunnelen%2A&ostLL=251707.20471999998&nordLL=7024631.44276&ostUR=285707.20472&nordUR=7058631.44276"
"Tuftåstunnelen";"237272483";"2000";"2008";"1422";"1";"1958.0";"1955.525816625395";"";"1422";"EKSAKT";"Tuftåstunnelen";"";"439247.634665879";"6771767.771068269";"Tuftåstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Tuft%C3%A5stunnelen%2A&ostLL=99034.45399&nordLL=6775183.77647&ostUR=133034.45399&nordUR=6809183.77647"
"Hesjedalstunnelen";"237272484";"";"";"1251";"1";"667.0";"667.4090554321458";"";"1251";"EKSAKT-forenklet1";"hesjedal";"";"323626.09239756665";"6733795.719936951";"Hesjedals";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hesjedal%2A&ostLL=-19843.82415&nordLL=6747897.17797&ostUR=14156.17585&nordUR=6781897.17797"
"Dalevågtunnelen";"237272485";"";"";"1251";"1";"1399.0";"1399.7498454192123";"";"1251";"EKSAKT-forenklet1";"dalevåg";"";"322926.3699281409";"6719228.954843859";"Dalevåg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=dalev%C3%A5g%2A&ostLL=-21877.81318&nordLL=6733415.95678&ostUR=12122.186819999999&nordUR=6767415.95678"
"Stedjebergtunnelen";"237272486";"2109";"2007";"1420";"1";"2109.0";"2115.4319972227204";"";"1420";"EKSAKT";"Stedjebergtunnelen";"";"397044.8126846532";"6788137.676675491";"Stedjebergtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Stedjebergtunnelen%2A&ostLL=58433.573520000005&nordLL=6795395.20199&ostUR=92433.57352&nordUR=6829395.20199"
"Eikjetotunnelen";"237272487";"";"";"1251";"1";"638.0";"637.9468083328975";"";"1251";"EKSAKT-forenklet1";"eikjeto";"";"324198.2461520905";"6734533.445202062";"Eikjeto";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eikjeto%2A&ostLL=-19204.85337&nordLL=6748581.32368&ostUR=14795.14663&nordUR=6782581.32368"
"Skåratunnelen";"237272488";"664";"2007";"1439";"1";"664.0";"663.9046794526772";"";"1439";"INGEN";"skåra";"skår";"297550.69011253025";"6875385.073186581";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sk%C3%A5r%2A&ostLL=-32811.5866&nordLL=6891678.37902&ostUR=1188.4133999999995&nordUR=6925678.37902"
"Frodeåstunnelen";"237341843";"1900";"2008";"704";"2";"1912.0";"1912.0415032882788";"";"704";"INGEN";"frodeå";"frodeå";"580674.9795063599";"6572500.696443271";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=frode%C3%A5%2A&ostLL=221938.34669&nordLL=6563629.17415&ostUR=255938.34669&nordUR=6597629.17415"
"Atlanterhavstunnelen";"237342478";"5700";"2009";"1505";"1";"5788.0";"5765.087549208818";"";"1505,1554";"EKSAKT";"Atlanterhavstunnelen";"";"432917.4195469081";"7000415.754491884";"Atlanterhavstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Atlanterhavstunnelen%2A&ostLL=113915.67604&nordLL=7003821.70232&ostUR=147915.67604&nordUR=7037821.70232"
"Gulli miljøtunnel";"237342728";"322";"2007";"704";"2";"322.0";"285.8259814446738";"";"704";"EKSAKT-forenklet1";"gulli";"";"578063.3498539994";"6576002.7484357245";"Gullitunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=gulli%2A&ostLL=219650.6059&nordLL=6567354.82323&ostUR=253650.6059&nordUR=6601354.82323"
"Hemtunnelen";"237342732";"940";"2007";"716";"2";"933.0";"932.5218910987447";"";"716";"EKSAKT";"Hemtunnelen";"";"578540.3996999977";"6579847.433577333";"Hemtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hemtunnelen%2A&ostLL=220472.34795&nordLL=6571143.90237&ostUR=254472.34795&nordUR=6605143.90237"
"Svartdal miljøtunnel";"237342736";"60";"2007";"716";"2";"60.0";"60.00899097186548";"";"716";"INGEN";"svartdal";"svartdal";"578638.8624155436";"6581492.836468828";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=svartdal%2A&ostLL=220718.7116&nordLL=6572775.01507&ostUR=254718.7116&nordUR=6606775.01507"
"Stenbjørnrød miljøtunnel";"237342740";"111";"2007";"716";"2";"111.0";"110.89593146667579";"";"716";"INGEN";"stenbjørnrød";"stenbjørnrød";"578244.4809197397";"6582608.336033514";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=stenbj%C3%B8rnr%C3%B8d%2A&ostLL=220426.13165&nordLL=6573922.37154&ostUR=254426.13165&nordUR=6607922.37154"
"Stenbjørnrødtunnelen";"237342746";"600";"2007";"701";"2";"621.0";"620.8941026744698";"";"716,701";"INGEN";"stenbjørnrød";"stenbjørnrød";"578109.7811325443";"6583795.967571457";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=stenbj%C3%B8rnr%C3%B8d%2A&ostLL=220398.88824&nordLL=6575118.22812&ostUR=254398.88824&nordUR=6609118.22812"
"Flårtunnelen";"237342748";"850";"2007";"716";"2";"882.0";"881.9121278861463";"";"716";"EKSAKT";"Flårtunnelen";"";"577869.6875062181";"6584695.4358527865";"Flårtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fl%C3%A5rtunnelen%2A&ostLL=220240.64088&nordLL=6576036.36957&ostUR=254240.64088&nordUR=6610036.36957"
"Furenetunnelen";"238669401";"";"2008";"1519";"1";"30.0";"30.279003140106994";"";"1519";"EKSAKT-forenklet2";"furen";"fur";"346551.4242371063";"6897197.03018472";"Furetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=fur%2A&ostLL=18129.43647&nordLL=6908900.0757&ostUR=52129.43647&nordUR=6942900.0757"
"Danebo miljøtunnel";"239267160";"51";"2009";"709";"2";"51.0";"50.992659551270556";"";"709";"INGEN";"danebo";"danebo";"565135.1142080553";"6554388.778940009";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=danebo%2A&ostLL=204819.42318&nordLL=6546973.45367&ostUR=238819.42318&nordUR=6580973.45367"
"Rødbøltunnelen";"239267164";"160";"2009";"709";"2";"160.0";"159.93295587206413";"";"709";"INGEN";"rødbøl";"rødbøl";"563280.3383121421";"6552442.458981985";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=r%C3%B8db%C3%B8l%2A&ostLL=202795.53646&nordLL=6545199.94542&ostUR=236795.53646&nordUR=6579199.94542"
"Lørge Miljøtunnel";"240035112";"200";"2009";"701";"1";"200.0";"200.0710951596075";"";"701";"INGEN";"lørge";"lørg";"581021.6460748615";"6583780.5948417615";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=l%C3%B8rg%2A&ostLL=223299.74028&nordLL=6574840.52117&ostUR=257299.74028&nordUR=6608840.52117"
"Operatunnelen";"240636706";"5767";"";"301";"26";"1764.0";"2148.4105124438315";"";"301";"EKSAKT";"Operatunnelen";"";"598182.3605277265";"6642146.319672309";"Operatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Operatunnelen%2A&ostLL=245674.132601579&nordLL=6631456.01410328&ostUR=279674.132601579&nordUR=6665456.01410328"
"Øksfjordtunnelen";"245776260";"";"";"2014";"1";"4292.0";"4262.752121459752";"";"2014";"EKSAKT";"Øksfjordtunnelen";"";"1003630.5946664913";"7839166.341707383";"Øksfjordtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=%C3%98ksfjordtunnelen%2A&ostLL=762305.47193&nordLL=7783473.45778&ostUR=796305.47193&nordUR=7817473.45778"
"Troldhaugstunnelen";"245828089";"";"";"1201";"2";"";"1073.7436442644403";"";"1201";"EKSAKT-forenklet1";"troldhaug";"";"297577.1359333404";"6692835.533093307";"Troldhaugtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=troldhaug%2A&ostLL=-49609.18329&nordLL=6709377.80703&ostUR=-15609.18329&nordUR=6743377.80703"
"Lysaker atrium";"245833417";"59";"";"219";"2";"74.0";"66.92496101975595";"";"219";"INGEN";"lysaker atrium";"lysaker atrium";"591398.2613716562";"6642674.165219645";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lysaker+atrium%2A&ostLL=238961.63393&nordLL=6632596.43801&ostUR=272961.63393&nordUR=6666596.43801"
"Gullringtunnelen";"250140375";"1200";"2010";"1426";"1";"1210.0";"1209.922082686352";"";"1426";"INGEN";"gullring";"gullring";"422513.6757707742";"6816392.058867361";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=gullring%2A&ostLL=86446.85341&nordLL=6821239.47402&ostUR=120446.85341&nordUR=6855239.47402"
"Vangentunnelen";"250195759";"";"1970";"1539";"1";"40.0";"40.078352120776394";"";"1539";"EKSAKT-forenklet1";"vang";"";"432589.3742824263";"6937479.564907648";"Vangsundergangen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vang%2A&ostLL=107715.16767&nordLL=6941086.97543&ostUR=141715.16767&nordUR=6975086.97543"
"Hafjelltunnelen";"250271652";"181";"";"521";"1";"181.0";"180.21682813822642";"";"521";"EKSAKT";"Hafjelltunnelen";"";"578399.2492557516";"6789925.605322978";"Hafjelltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hafjelltunnelen%2A&ostLL=239433.87761&nordLL=6780514.4001&ostUR=273433.87760999997&nordUR=6814514.4001"
"Bjørnstokk";"254601042";"";"";"1813";"2";"68.0";"72.66578201288715";"";"1813";"EKSAKT";"Bjørnstokk";"";"683733.3874057771";"7251298.559429517";"Bjørnstokk";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bj%C3%B8rnstokk%2A&ostLL=387426.36787&nordLL=7230099.77803&ostUR=421426.36787&nordUR=7264099.77803"
"Leiratunnelen";"255456504";"1900";"2010";"1520";"1";"1952.0";"1952.0059675601246";"";"1520";"EKSAKT";"Leiratunnelen";"";"373301.697063657";"6889657.833307468";"Leiratunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Leiratunnelen%2A&ostLL=44124.58513&nordLL=6898891.71292&ostUR=78124.58512999999&nordUR=6932891.71292"
"KNAPPETUNNELEN";"262149662";"";"";"1201";"9";"2565.0";"2563.2463457586236";"";"1201";"EKSAKT";"KNAPPETUNNELEN";"";"293889.70179468737";"6691862.473280325";"Knappetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=KNAPPETUNNELEN%2A&ostLL=-53381.22705&nordLL=6708743.11725&ostUR=-19381.22705&nordUR=6742743.11725"
"Skredlitunnelen";"268156031";"350";"";"1122";"1";"362.0";"349.912418835685";"";"1122";"EKSAKT";"Skredlitunnelen";"";"342460.57703603024";"6520277.597964102";"Skredlitunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Skredlitunnelen%2A&ostLL=-20433.39995&nordLL=6532958.69321&ostUR=13566.600050000001&nordUR=6566958.69321"
"Liantunnelen";"268416291";"";"";"1903";"1";"";"1807.028519539033";"";"1903";"INGEN";"lian";"li";"793211.44965131";"7665981.095649534";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=li%2A&ostLL=536259.77415&nordLL=7632027.03632&ostUR=570259.77415&nordUR=7666027.03632"
"Askimporten";"272037773";"1000";"2010";"124";"2";"1009.0";"1005.5755928478785";"";"124";"EKSAKT";"Askimporten";"";"618879.9948018392";"6607723.449030736";"Askimporten";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Askimporten%2A&ostLL=263185.16443&nordLL=6595285.71431&ostUR=297185.16443&nordUR=6629285.71431"
"Uførebergettunnelen";"272062841";"338";"2004";"1228";"1";"338.0";"345.6317559282984";"";"1228,1134";"EKSAKT-forenklet1";"uføreberg";"";"372844.47514848935";"6620180.5084388";"Uføreberget";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=uf%C3%B8reberg%2A&ostLL=18932.082280000002&nordLL=6629971.00757&ostUR=52932.08228&nordUR=6663971.00757"
